,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft
4050,8598,7863,7859,102,Pariser Industries,34,Manufacturing Facility,Other,2249,"Collier, Stroman and Auer",35:58.1,36:05.8,2,5,FALSE,TRUE,9,1736,2850,0.15,,9,2153322,19642.85714,9,2506,2506,4433,29080,746343750,8859.649123,261875,505,505,3751.74,3751.74,,582.86,0.16,643.6777271,,,,,,,40629.6,15618,25011.6,
4051,8599,7729,7725,566,2219 York Rd Timonium MD 21093,,,,,Parker and Sons,49:27.1,49:30.4,2,5,FALSE,TRUE,1,72,4380,0.126,,1,12006,20000,1,5000,5000,1000,150,106080000,67.97661109,30000,5,5,45404.26128,49734.26128,,105167.325,2.09,47.29060217,,,,,,,472725.34,112374.06,360351.28,
4052,8620,7733,7729,731,Premier Properties,,,,,Hayes LLC,49:46.7,49:47.8,2,5,FALSE,TRUE,6,6,2080,0.1,,6,1950,12333.33333,6,210,210,210,105,10886720,216.3461538,5234,6,6,2087.488,2087.488,,15972.45375,6.83,13.06930064,2700 W Main St,Rapid City,SD,57702,44.08245,-103.26414,31761.6,10886.72,20874.88,
4053,8620,7744,7740,731,Premier Properties,,,,,Hayes LLC,52:30.9,52:32.0,2,5,FALSE,TRUE,6,6,2080,0.1,,6,1950,12333.33333,6,210,210,210,105,11240320,216.3461538,5404,107,107,2052.128,2052.128,,16460.01891,7.12,12.46734898,2700 W Main St,Rapid City,SD,57702,44.08245,-103.26414,31761.6,11240.32,20521.28,
4054,8621,7738,7734,575,Nu Skin China Mfg,,,,,Tillman-McGlynn,38:23.7,38:53.9,2,5,FALSE,TRUE,6,240,4368,0.11,,6,80280,10000,6,32683,32683,32964,13845,5678740704,4006.410256,1300078,403,403,26635.4088,34936.7928,,199723.39,5.43,17.49258953,,,,,,,618137.52,375997.44,242140.08,
4055,8624,7754,7750,581,PPC Lubricants,,,,2239,"Harvey, Kozey and Schuster",14:21.2,14:25.1,2,5,FALSE,TRUE,16,170,6250,0.1,,16,312480,17058.82353,16,397,403,255,886,107687500,208,17230,25,26,17662.5,21023.6875,,63049.61429,2.91,33.34467266,,,,,,,283406.25,106781.25,176625,
4056,8626,7741,7737,318,Gruver ISD,22,Gymnasium,Public assembly,2251,Abernathy Inc,58:48.4,58:49.5,2,5,FALSE,TRUE,1,1,3500,0.1,,1,307,50000,1,35,35,35,160,19600000,14.28571429,5600,1,1,1800.75,1800.75,,10437,5.33,17.25352113,601 Garrett Ave,Gruver,TX,79040,36.26123,-101.400536,37607.5,19600,18007.5,
4057,8627,7740,7736,318,"Taylor, Foster, Mallett, Downs, Ramsey, & Russell",,,,2251,Abernathy Inc,32:23.0,32:26.1,2,5,FALSE,TRUE,5,10,3250,0.098,,5,3780,20000,5,104,104,104,99,8799000,71.42857143,2514,5,5,2286.438,3107.206594,,7969.932,2.49,38.98661362,,,,,,,32130,8799,23331,
4058,8630,7748,7744,318,Texas Tech University Equestrian Center,,,,2251,Abernathy Inc,53:58.4,54:01.7,2,5,FALSE,TRUE,12,162,5253.333333,0.104,,12,524016,20000,12,478,566,530,2361,122065000,632.0205479,39435,366,574,10721.73024,12983.93024,,54869.234,4.04,23.66340715,,,,,,,174578.56,62405,112173.56,
4059,8630,7888,7884,318,Texas Tech University Equestrian Center,,,,2251,Abernathy Inc,56:52.1,57:02.4,2,5,FALSE,TRUE,12,162,5253.333333,0.104,,12,524016,20000,12,478,478,456,2361,91445000,632.0205479,29485,34,34,13258.29024,15626.39024,,39612.594,2.46,39.44803574,,,,,,,174578.56,47095,127483.56,
4060,8630,7889,7885,318,Texas Tech University Equestrian Center,,,,2251,Abernathy Inc,53:52.1,53:54.8,2,5,FALSE,TRUE,12,162,5253.333333,0.104,,12,524016,20000,12,136,136,512,2361,118325000,632.0205479,38445,222,334,3347.552,3871.252,,7744.1,1.96,49.98969538,,,,,,,41122,8934,32188,
4061,8630,7890,7886,318,Texas Tech University Equestrian Center,,,,2251,Abernathy Inc,53:48.0,53:51.5,2,5,FALSE,TRUE,12,162,5253.333333,0.104,,12,524016,20000,12,258,258,512,2361,118325000,632.0205479,38445,222,334,5485.896,6235.496,,11435.83,1.8,54.5259592,,,,,,,65902,13153,52749,
4062,8630,7891,7887,318,Texas Tech University Equestrian Center,,,,2251,Abernathy Inc,53:43.8,53:47.5,2,5,FALSE,TRUE,12,162,5253.333333,0.104,,12,524016,20000,12,122,122,512,2361,118325000,632.0205479,38445,222,334,2551.848,2915.688,,6478.71,2.17,45.00414434,,,,,,,31858,7321,24537,
4063,8630,7894,7890,318,Texas Tech University Equestrian Center,,,,2251,Abernathy Inc,53:35.6,53:38.7,2,5,FALSE,TRUE,12,162,5253.333333,0.104,,12,524016,20000,12,151,151,512,2361,118325000,632.0205479,38445,222,334,3368.976,3891.926,,8329.874,2.1,46.72250745,,,,,,,41722,9328,32394,
4064,8630,7895,7891,318,Texas Tech University Equestrian Center,,,,2251,Abernathy Inc,53:32.5,53:35.0,2,5,FALSE,TRUE,12,162,5253.333333,0.104,,12,524016,20000,12,478,478,456,2361,91445000,632.0205479,29485,34,34,13258.29024,15626.39024,,38912.594,2.42,40.15766782,,,,,,,174578.56,47095,127483.56,
4065,8630,7896,7892,318,Texas Tech University Equestrian Center,,,,2251,Abernathy Inc,54:01.9,54:04.4,2,5,FALSE,TRUE,12,162,5253.333333,0.104,,12,524016,20000,12,32,32,456,2361,91445000,632.0205479,29485,34,34,1286.376,1455.816,,2754.08,1.86,52.86033812,,,,,,,14074,1705,12369,
4066,8631,7750,7746,318,First United Methodist Church Sweetwater,5,Church,Religious worship,2251,Abernathy Inc,58:49.0,58:50.7,2,5,FALSE,TRUE,14,135,4853.333333,0.095,,14,185976,18000,14,614,609,424,481,18750600,574.3816591,9529,34,29,4964.5328,6893.044355,,25324.0884,3.58,27.2193188,309 Cedar St,Sweetwater,TX,79556,32.47311,-100.40643,64744.84,12486.6,52258.24,
4067,8633,7767,7763,568,Merritt Properties 5523 Research Park Dr Ste 320-370,,,,2254,"Monahan, Roberts and Harvey",10:20.9,10:22.3,2,5,FALSE,TRUE,6,147,3744,0.14,,6,42210,14571.42857,6,3369,3369,194,1151,26193024,507.4786325,6996,38,38,4557.04704,4557.04704,,12205.4444,2.59,37.33618286,5523 Research Park Drive,Catonsville,MD,21228,39.24975,-76.71235,58743.36,26193.024,32550.336,
4068,8636,7753,7749,570,Burrows-Burleson Tennis Center Lighting,59,Sports Arena,Public assembly,2254,Abbott-Kautzer,33:09.5,33:10.6,2,5,FALSE,TRUE,2,4,4940,0.0927,,2,8640,10000,2,122,122,122,440,191276800,16.19433198,38720,89,89,42606.55152,48332.01152,,125553.8462,4.65,38.49504655,570 Beamer Way,Blacksburg,VA,24061,37.21474,-80.41865,650894.4,191276.8,459617.6,46485
4069,8639,7759,7755,575,Wasatch Labs 1,,,,,Tillman-McGlynn,41:45.4,41:47.7,2,5,FALSE,TRUE,3,960,3497.8125,0.1,,3,769440,21666.66667,3,445,445,445,1250,106600000,306.7765568,46000,11,11,21297.25,22771.45,,57120,2.44,39.86598389,,,,,,,321118.98,108146.48,212972.5,
4070,8639,8082,8078,575,Wasatch Labs 1,,,,,Tillman-McGlynn,46:03.4,46:07.9,2,5,FALSE,TRUE,4,960,3497.8125,0.1,,4,1025920,21666.66667,4,264,125,125,800,30477200,163.3089133,14850,16,7,23479.69,24953.89,,51248,2.01,48.69241727,,,,,,,321118.98,86322.08,234796.9,
4071,8645,7798,7794,15,Restaurant Depot,,,,,"Anderson, Shields and Hyatt",56:31.5,56:34.1,2,5,FALSE,TRUE,2,2,,0.1,,2,914,50000,2,552,552,276,300,0,0,41400,3,3,0,0,,69000,,0,,,,,,,0,0,0,
4072,8646,7770,7766,570,Johnston Square Apartments LED Lighting Upgrade,37,Multi-Family (Common Areas),Other,2254,Abbott-Kautzer,50:26.5,50:53.0,2,5,FALSE,TRUE,11,11,8760,0.0575,,11,9339,18272.72727,11,835,835,835,266,168332160,57.07762557,19216,11,11,17407.872,27834.024,,54369.27692,2.13,51.19439797,501 E Preston St,Baltimore,MD,21202,39.304646,-76.609344,471077.76,168332.16,302745.6,
4073,8647,7774,7770,276,Marco Industries Tulsa,,,,2239,Maggio Inc,14:55.1,14:56.3,2,5,FALSE,TRUE,1,90,6702.333333,0.08,,1,17082,10000,1,2250,2250,750,2970,635738400,199.0817402,82500,27,27,23306.65728,23306.65728,15000,53750,2.25,43.36122285,4400 S. 72nd East Avenue,Tulsa,OK,74145,36.09808,-95.89557,507369.408,216036.192,291333.216,
4074,8658,7760,7756,623,Morning Star Pregnancy LED upgrades,,,,,"Haag, Wilderman and Blick",56:45.1,56:47.3,2,5,FALSE,TRUE,3,3,2700,0.078,,3,918,14000,3,132,132,132,87,11421000,66.66666667,4230,3,3,2073.1464,2088.5364,,5303.82,2.46,39.37796532,,,,,,,37999.8,11421,26578.8,
4075,8663,7764,7760,623,Jack Hartz Realty - LED Savings Proposal,,,,,"Haag, Wilderman and Blick",36:15.2,36:16.7,2,5,FALSE,TRUE,1,8,8500,0.08,,1,714,20000,1,336,336,336,152,68837760,53.75565611,12768,4,4,3198.9648,3244.2528,,8030.4,2.41,40.39964136,,,,,,,74405.94,34418.88,39987.06,
4076,8670,7768,7764,318,Texas Tech Athletics UV Overnight Option,22,Gymnasium,Public assembly,2251,Abernathy Inc,19:43.7,19:45.6,2,5,FALSE,TRUE,2,14,,,,2,35000,50000,2,96,96,18,1200,0,0,2400,10,10,0,0,,111711.6,,0,2500 Broadway,Lubbock,TX,79401,33.584484,-101.8715,0,0,0,
4077,8674,7822,7818,447,Hillcrest Property Management,9,Commercial Condos,Offices (Non-medical),,"Connelly, Bins and Walter",58:06.5,58:10.5,2,5,FALSE,TRUE,5,126,4380,0.1,,5,493650,8714.285714,5,56,56,24,2792,24308160,173.5536153,5564,11,11,5221.614,5221.614,,8195.45,1.55,63.71357278,9501 Bay Colony Drive,Des Plaines,IL,60016,42.05057,-87.86694,76524.3,24308.16,52216.14,
4078,8675,7776,7772,575,McCloskey Site,,,,,Tillman-McGlynn,59:18.4,59:19.5,2,5,FALSE,TRUE,3,30,1638,0.09,,3,31410,10000,3,442,442,300,850,50532300,244.2002442,30850,8,8,6530.41116,6530.41116,,28152,4.06,23.19697059,,,,,,,99832.824,27272.7,72560.124,
4079,8677,7775,7771,623,NAI Summit:  5920 Hamilton Blvd,,,,,"Haag, Wilderman and Blick",25:14.8,25:20.0,2,5,FALSE,TRUE,5,126,3575,0.085,,5,55720,20000,5,1410,1405,534,1378,54405400,1023.878407,19398,63,58,3066.89775,3097.35275,,8839.72,2.76,35.03903687,,,,,,,57463.15,21382,36081.15,
4080,8677,7878,7874,623,NAI Summit:  5920 Hamilton Blvd,,,,,"Haag, Wilderman and Blick",25:07.4,25:14.6,2,5,FALSE,TRUE,6,126,3575,0.085,,6,66864,20000,6,847,2455,921,476.5,43026550,635.2830189,15213,52,88,2464.139375,2494.594375,,5280.69,2.07,47.23993219,,,,,,,57463.15,28473.275,28989.875,
4081,8678,7860,7856,581,Pyramid Healthcare- Wilkinsburg,,,,2239,"Harvey, Kozey and Schuster",48:03.0,48:05.4,2,5,FALSE,TRUE,11,1452,6570,0.1,,11,2552616,16454.54545,11,1464,1464,228,1358,73715400,182.6484018,8865,33,33,9149.82,15289.56238,,35975.27929,2.3,42.50019092,,,,,,,165213.6,73715.4,91498.2,
4082,8679,7797,7793,581,Randy???s BiLo - Windber PA.,,,,2239,"Harvey, Kozey and Schuster",09:21.5,09:28.3,2,5,FALSE,TRUE,13,256,5465,0.08645582,,13,264576,17562.5,13,1334,1800,835,491,96678400,140.7967033,13280,21,23,9070.889303,11457.29878,,40085.72529,3.35,28.58199196,,,,,,,201146.4,96227.04,104919.36,
4083,8681,7782,7778,552,The Junction,,,,,"Reynolds, Pfeffer and Gottlieb",42:07.0,42:08.7,2,5,FALSE,TRUE,19,1344,6570,0.0958,,19,3575838,18187.5,19,431,431,1600,2643.8,194626176,764.8401826,37863.2,165,165,10057.90788,12970.60788,19895,25166.92,1.91,51.53832046,,,,,,,150488.04,45499.44,104988.6,
4084,8681,7873,7869,552,The Junction,,,,,"Reynolds, Pfeffer and Gottlieb",41:11.5,41:14.5,2,5,FALSE,TRUE,19,1344,6570,0.0958,,19,3575838,18187.5,19,59,59,1600,2623.8,193136976,753.4246575,37523.2,165,165,13470.96682,18360.14182,17870,51683.125,2.73,35.5244421,,,,,,,230843.52,90228,140615.52,
4085,8681,7990,7986,552,The Junction,,,,,"Reynolds, Pfeffer and Gottlieb",19:10.2,19:21.4,2,5,FALSE,TRUE,19,1344,6570,0.0958,,19,3575838,18187.5,19,380,380,1600,3193.8,295804176,746.5753425,60963.2,165,165,8665.661808,10798.72181,,22629.85,2.06,47.71892791,,,,,,,115877.28,25421.52,90455.76,
4086,8681,9451,9447,552,The Junction,,,,,"Reynolds, Pfeffer and Gottlieb",45:55.4,45:57.2,2,5,FALSE,TRUE,19,1344,6570,0.0958,,19,3575838,18187.5,19,88,88,1600,2623.8,193136976,753.4246575,37523.2,165,165,1748.909472,2047.479472,0,9599.17,4.4,21.3297553,,,,,,,23117.64,4861.8,18255.84,
4087,8681,9811,9807,552,The Junction,,,,,"Reynolds, Pfeffer and Gottlieb",14:15.7,14:17.5,2,5,FALSE,TRUE,18,1344,6570,0.0958,,18,3387636,18187.5,18,118,118,1659,2673.8,180434976,764.8401826,34623.2,167,167,18401.31382,23290.48882,,49316.28,2.08,47.22677545,,,,,,,230843.52,38763,192080.52,
4088,8682,7783,7779,570,Briarcliff Summit - Atlanta LED Tube Option,37,Multi-Family (Common Areas),Other,2254,Abbott-Kautzer,43:39.8,43:41.8,2,5,FALSE,TRUE,9,270,4420,0.1,,9,193860,11444.44444,9,468,468,464,209,93476880,118.5257665,10836,10,10,14336.004,23481.444,,20214.69456,0.86,116.1602711,1050 Ponce de Leon Ave NE,Atlanta,GA,30306,33.77398,-84.35327,236836.92,93476.88,143360.04,
4089,8683,7780,7776,416,Curtiss-Wright,,,,2249,Hermiston Group,45:03.6,45:09.7,2,5,FALSE,TRUE,1,2,6240,0.09,,1,466,20000,1,508,3048,1524,30,142646400,24.03846154,22860,2,12,20398.4352,23493.1712,5500,35760,1.5,65.69678747,10195 Brecksville Rd,Brecksville,,44141,41.284615,-81.62557,369295.68,142646.4,226649.28,
4090,8683,7781,7777,416,Curtiss-Wright,,,,2249,Hermiston Group,41:35.9,41:42.0,2,5,FALSE,TRUE,1,2,6240,0.09,,1,466,20000,1,508,508,254,200,158496000,24.03846154,25400,2,2,18971.9712,22066.7072,,84371.42857,3.64,26.15424152,10195 Brecksville Rd,Brecksville,,44141,41.284615,-81.62557,369295.68,158496,210799.68,
4091,8687,7791,7787,570,Briarcliff Summit - Atlanta LED fixture option,37,Multi-Family (Common Areas),Other,2254,Abbott-Kautzer,57:28.0,57:29.1,2,5,FALSE,TRUE,9,270,4420,0.1,,9,193860,11444.44444,9,468,468,464,266,132826800,118.5257665,15328,10,10,10401.012,19546.452,,75449.23077,3.71,25.90676114,,,,,,,236836.92,132826.8,104010.12,
4092,8689,7802,7798,581,Community Health Clinic New Kensington PA.,,,,2239,"Harvey, Kozey and Schuster",02:41.2,02:42.9,2,5,FALSE,TRUE,7,252,4000,0.0813,,7,98532,13000,7,349,349,79,238,3836000,256.25,959,28,28,1431.2052,1642.3172,,13138.99713,7.14,12.49956282,,,,,,,27340,9736,17604,
4093,8690,7784,7780,568,Merritt Properties 5523 Research Park Dr Ste 250,,,,2254,"Monahan, Roberts and Harvey",46:34.3,46:37.5,2,5,FALSE,TRUE,2,8,3744,0.14,,2,1192,20000,2,43,43,15,180,2171520,66.77350427,580,5,5,365.33952,365.33952,,799.004,2.14,45.72436684,5523 Research Park Drive,Catonsville,MD,21228,39.24975,-76.71235,4781.088,2171.52,2609.568,
4094,8691,7793,7789,447,"Platt Hill Nursery, Inc.",65,Other,Other,,"Connelly, Bins and Walter",47:20.7,47:25.6,2,5,FALSE,TRUE,5,168,4380,0.1,,5,78000,20000,5,274,274,116,524,15987849,218.5139663,3972,15,15,2550.9313,2550.9313,2450,5028.59,1.94,50.72856009,222 W Lake St.,Bloomingdale,IL,60108,41.960968,-88.09337,37082.122,11572.809,25509.313,
4095,8692,7785,7781,568,Merritt Properties 5523 Research Park Dr Ste 260,,,,2254,"Monahan, Roberts and Harvey",36:06.2,36:08.6,2,5,FALSE,TRUE,3,6,3744,0.14,,3,1014,13666.66667,3,30,30,16,114,2223936,53.41880342,594,4,4,383.68512,383.68512,,883.239,2.24,43.44069046,5523 Research Park Drive,Catonsville,MD,21228,39.24975,-76.71235,4964.544,2223.936,2740.608,
4096,8699,7858,7854,327,Hardyston Elementary School,,,,2249,"Collier, Barrows and Runolfsdottir",22:22.2,23:24.1,2,5,FALSE,TRUE,8,624,3120,0.18,,8,445536,16375,8,31809,67134,1967,1271,82233840,1586.538462,26357,99,228,17772.9552,17772.9552,19606,500,0.03,3554.59104,,,,,,,180972.48,82233.84,98738.64,
4097,8700,7871,7867,327,Hardyston Middle School,,,,2249,"Collier, Barrows and Runolfsdottir",27:54.2,28:23.5,2,5,FALSE,TRUE,10,1339,3120,0.18,,10,1238060,18538.46154,10,53890,122490,5330,3394.6,222094080,4150.641026,71184,259,618,34710.8112,34710.8112,,2246,0.06,1545.450187,,,,,,,319615.92,126778.08,192837.84,
4098,8705,7790,7786,321,Harmons Taylorsville - Exterior Pole Lighting,21,Food Stores,Food Sales,,Walter-O'Reilly,25:49.6,25:57.5,2,5,FALSE,TRUE,1,9,4380,0.05,,1,8307,10000,1,13,13,13,250,14235000,22.83105023,3250,1,1,5104.452,6054.452,5326.5,16625.5,2.66,36.41666115,,,,,,,131873.04,29784,102089.04,
4099,8706,7795,7791,321,Harmons Taylorsville - Exterior Building Attached LED Upgrade,,,,,Walter-O'Reilly,55:58.0,56:05.4,2,5,FALSE,TRUE,4,16,4380,0.05,,4,13056,10000,4,31,31,31,215,7905900,39.9543379,1805,4,4,1067.406,1997.406,1218,7654,3.66,26.09623726,,,,,,,29254.02,7905.9,21348.12,
4100,8707,7794,7790,372,Kent City Baptist Church,,,,2239,Kub Group,33:42.7,33:47.2,2,5,FALSE,TRUE,3,4,4300,0.15798,,3,2010,3250,3,60,60,60,260,12814000,127.9069767,2980,6,6,4548.686544,4548.686544,,4593.404,1.01,99.02648546,,,,,,,39155.8,10363,28792.8,
4101,8708,7796,7792,570,Johnston Square Apartments LED Lighting Upgrade - NEW FIXTURES,37,Multi-Family (Common Areas),Other,2254,Abbott-Kautzer,42:04.8,42:07.2,2,5,FALSE,TRUE,11,22,7008,0.0575,,11,18678,18272.72727,11,835,835,835,260,122338656,49.46727549,22812,11,11,20052.49848,30478.65048,,129493.1231,,23.53688733,501 E Preston St,Baltimore,MD,21202,39.304646,-76.609344,471077.76,122338.656,348739.104,
4102,8710,7799,7795,447,Rowell Chemical,27,Industrial - 3 Shift,Other,,"Connelly, Bins and Walter",33:36.8,33:57.0,2,5,FALSE,TRUE,17,204,5980,0.075,,17,828648,12588.23529,17,1449,1449,260,3903,145254200,409.6989967,24290,49,49,22053.642,38742.327,,44482.8,1.14,87.0950727,,,,,,,439302.76,145254.2,294048.56,
4103,8713,7801,7797,434,3610 Palisade Ave union City,,,,,Kemmer-Kertzmann,59:59.2,00:02.1,2,5,FALSE,TRUE,1,10,2920,0.16,,1,1005,20000,1,780,780,312,400,36441600,171.2328767,12480,10,10,4409.4336,4409.4336,,20124,4.28,21.91131783,,,,,,,45779.76,18220.8,27558.96,
4104,8714,7808,7804,447,Walsh Natural Health,10,Convenience Stores,Food Sales,,"Connelly, Bins and Walter",22:22.2,22:23.8,2,5,FALSE,TRUE,2,12,2444,0.1,,2,1206,15250,2,36,36,36,120,2111616,143.207856,864,5,5,156.6604,156.6604,1425,1185.45,6.76,13.21526846,,,,,,,3072.108,1505.504,1566.604,
4105,8718,7851,7847,731,Lower Brule Elementary,,,,,Hayes LLC,44:27.6,45:02.0,2,5,FALSE,TRUE,9,473,1620,0.1,,9,924930,12000,9,10630,9780,581,2804,44272980,2598.765432,27329,7909,7059,7190.532,7190.532,,85350.14909,9.96,8.42474451,,,,,,,138949.02,67043.7,71905.32,
4106,8720,7811,7807,568,Merritt Properties 6770 Oak Hall Ln Ste 125,,,,2254,"Monahan, Roberts and Harvey",55:22.3,55:27.4,2,5,FALSE,TRUE,4,64,3744,0.14,,4,13248,12750,4,625,605,55,721,9681984,267.0940171,2586,25,23,1717.14816,1717.14816,,5017.128,2.87,34.22571958,6770 Oak Hall Lane,Columbia,MD,21045,39.185787,-76.82233,21947.328,9681.984,12265.344,
4107,8722,7814,7810,795,Albertson's Lot,,,,,"Wuckert, Heathcote and Gleichner",46:34.6,46:36.5,2,5,FALSE,TRUE,1,1,4368,0.078,,1,458,10000,1,30,30,30,100,13104000,11.44688645,3000,1,1,3659.16096,3659.16096,,1074.925,0.29,340.4108156,,,,,,,60016.32,13104,46912.32,
4108,8723,7815,7811,318,Sherman ISD UVC Walk-In Cooler,53,School / University,Education,2251,Abernathy Inc,46:28.9,46:31.1,2,5,FALSE,TRUE,1,1,,,,1,0,20000,1,1,1,1,50,0,0,50,1,1,0,0,,1759.008,,0,2701 Loy Lake Road,Sherman,TX,75090,33.66665,-96.60461,0,0,0,
4109,8725,7816,7812,416,"Jurek Group, Inc",,,,2249,Hermiston Group,37:31.4,37:33.2,2,5,FALSE,TRUE,1,1,4250,0.1195,,1,464,10000,1,60,40,40,100,17000000,17.64705882,4000,60,40,12107.74,12745.24,,20666.66667,1.6,61.67051613,,,,,,,118320,17000,101320,
4110,8726,7842,7838,581,Ditch Witch- cranberry,65,Other,Other,2239,"Harvey, Kozey and Schuster",56:16.1,56:27.9,2,5,FALSE,TRUE,8,126,3500,0.1104,,8,177968,13444.44444,8,195,195,67,836,13755000,192.8571429,3930,14,14,4366.32,4366.32,,19513.06643,4.2,22.37639079,,,,,,,53305,13755,39550,
4111,8727,7843,7839,568,9000 Virginia Manor Rd Ste 280-290,,,,2254,"Monahan, Roberts and Harvey",23:12.3,23:24.5,2,5,FALSE,TRUE,5,80,3744,0.14,,5,49680,20000,5,1085,1085,137,780,26058240,227.0299145,6960,17,17,3204.19008,3204.19008,,8723.61,2.63,36.73009316,9000 Virginia Manor Road,Beltsville,MD,20705,39.06329,-76.89314,48945.312,26058.24,22887.072,
4112,8728,7821,7817,570,Zarren Law Group - LED Lighting Upgrade,40,Office (General Office Types),Offices (Non-medical),2254,Abbott-Kautzer,53:39.3,53:40.5,2,5,FALSE,TRUE,4,16,3120,0.1,,4,5056,12500,4,54,54,54,117,5809440,64.1025641,1862,4,4,768.144,1329.744,,4998.384615,3.59,26.60347497,8 Park Center Ct #100,Owings Mills,MD,21117,39.40037,-76.75472,13490.88,5809.44,7681.44,
4113,8729,7831,7827,474,"931 Robinson Road, Old Hickory TN 37138",,,,,Rogahn and Sons,17:52.7,17:53.8,2,5,FALSE,TRUE,10,110,,,,10,110,0,10,341,344,344,766,0,0,37742,10,11,0,0,,47090.08088,,0,,,,,,,0,0,0,
4114,8730,8014,8010,731,Brookings Library,,,,,Hayes LLC,52:52.7,52:55.0,2,5,FALSE,TRUE,11,930,3906,0.09,,11,1129392,15533.33333,11,8379,8379,797,4958,116259336,1790.760609,33537,85,85,11808.99432,11808.99432,,70169.33333,5.45,16.82928105,,,,,,,243615.744,112404.696,131211.048,
4115,8731,7887,7883,568,22636 Davis Dr,40,Office (General Office Types),Offices (Non-medical),2254,"Monahan, Roberts and Harvey",19:16.0,19:22.1,2,5,FALSE,TRUE,10,2786,3744,0.14,,10,1430810,14571.42857,10,100420,100420,1058,7497,118074528,3205.128205,31537,240,240,21921.41952,21921.41952,,75760.224,3.3,28.93526228,22636 Davis Drive,Sterling,VA,20166,38.99164,-77.415085,274656.096,118074.528,156581.568,
4116,8732,7834,7830,447,InMarketSolution,40,Office (General Office Types),Offices (Non-medical),,"Connelly, Bins and Walter",05:09.1,05:12.7,2,5,FALSE,TRUE,2,224,2470,0.1,,2,43792,20000,2,2788,2788,256,1152,15156960,1420.940171,6144,48,48,3058.068,3058.068,9750,2737.07,0.9,111.7277965,428 E. State Pkwy,Schaumburg,IL,60173,42.056355,-88.06927,38274.6,7693.92,30580.68,
4117,8733,7833,7829,318,Edmond Public Schools Sunset Elementary,55,Schools (Preschool/Elementary),Education,2251,Abernathy Inc,46:46.2,46:47.9,2,5,FALSE,TRUE,14,126,2900,0.078,,14,304416,22142.85714,14,887,887,864,506,52173600,299.5454545,22224,15,15,18105.2664,25573.10162,,67436.208,2.56,37.92191521,400 W Eighth St,Edmond,OK,73003,35.647526,-97.48825,284292.4,52173.6,232118.8,
4118,8734,8016,8012,731,Brookings Streets,,,,,Hayes LLC,05:11.2,05:12.6,2,5,FALSE,TRUE,3,52,2340,0.1,,3,20436,15250,3,627,627,73,591,6456060,363.2478632,2759,17,17,790.218,790.218,,4867.666667,5.63,16.23402041,,,,,,,60606,52703.82,7902.18,
4119,8735,7839,7835,347,Cat and I LLc,,,,,Upton LLC,29:08.0,29:10.7,2,5,FALSE,TRUE,1,1,4380,0.11,,1,464,10000,1,6,6,6,80,2102400,11.41552511,480,1,1,1110.0672,1110.0672,,1518.4805,1.35,73.10381661,731 Duncan Ave.,Kissimmee,FL,34744,28.321062,-81.39838,12193.92,2102.4,10091.52,
4120,8735,7841,7837,347,Cat and I LLc,,,,,Upton LLC,16:42.7,16:44.9,2,5,FALSE,TRUE,1,1,4380,0.11,,1,464,10000,1,6,6,6,100,2628000,11.41552511,600,1,1,1052.2512,1052.2512,,2273.1305,2.11,46.29083988,731 Duncan Ave.,Kissimmee,FL,34744,28.321062,-81.39838,12193.92,2628,9565.92,
4121,8739,8009,8005,731,Brookings Edgebrook Golf Course,,,,,Hayes LLC,56:20.0,56:21.3,2,5,FALSE,TRUE,6,160,3324,0.1,,6,134880,8125,6,290,290,99,570,11838480,255.4057645,3660,18,18,2123.0016,2123.0016,,9578,4.24,22.1653957,,,,,,,32343.456,11113.44,21230.016,
4122,8745,7846,7842,447,"Prime UV-IR Systems, Inc.",,,,,"Connelly, Bins and Walter",59:03.3,59:22.3,2,5,FALSE,TRUE,4,444,4380,0.1,,4,484848,15000,4,2362,2362,195,2434,58164896,721.1358519,19120,35,35,11221.6068,11221.6068,,12341.894,1.1,90.92289077,416 Mission Street,Carol Stream,IL,60188,41.92484,-88.10692,170380.964,58164.896,112216.068,
4123,8746,7862,7858,407,Koons Automotive,65,Other,Other,,"Rogahn, Corkery and Waters",32:57.1,32:58.3,2,5,FALSE,TRUE,13,798,3698,0.08,,13,2581644,14761.90476,13,1142,1143,392,0,0,0,0,27,28,27909.21024,32965.5344,,2206.62,,1493.937986,15610 Jefferson Davis Hwy.,Woodbridge,VA,22191,38.613014,-77.29005,348865.128,0,348865.128,
