,ZipCode,Address,BldgClass,LandUse,OwnerName,LotArea,BldgArea,ComArea,OfficeArea,RetailArea,GarageArea,StrgeArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,BuiltFAR,CommFAR,XCoord,YCoord
220084,11435.0,105-10 150 STREET,E9,6.0,PARUCH WALTER,3421,4350,4350,0,0,0,4350,2.0,0,1,1989,1.27,2.0,1039140.0,193147.0
220085,11435.0,105-10 150 STREET,G1,10.0,AMERICAN STEEL GATECO,2454,1672,1672,0,0,0,1672,2.0,0,1,1986,0.68,2.0,1039146.0,193095.0
220202,11435.0,141-05 109 AVENUE,E1,6.0,MALPAL REALTY CORP,10000,2651,2651,440,0,0,0,1.0,0,2,1940,0.27,0.0,1038087.0,190011.0
220203,11435.0,139-19 109 AVENUE,E9,6.0,MAL PAL RLTY CORP,5600,3800,3800,900,0,0,2900,1.0,0,1,1960,0.68,0.0,1038014.0,189978.0
220204,11435.0,        109 AVENUE,G9,7.0,MAL PAL RLTY CORP,2400,104,104,0,0,104,0,1.0,0,1,1960,0.04,0.0,,
220225,11435.0,139-20 109 AVENUE,F9,6.0,"M. B. PLASTICS CO., I",5506,4425,4425,0,0,0,0,1.0,0,1,1950,0.8,0.0,1038123.0,189840.0
220228,11435.0,141-03 109 AVENUE,S2,4.0,"PASTORE, CARMINE",1050,1862,931,0,0,931,0,2.0,2,3,1920,1.77,0.0,1038264.0,189915.0
220319,11435.0,107-14 PINEGROVE STREET,M1,8.0,ANTIOCH BAPTIST CHURC,10012,3792,2600,0,0,0,0,1.0,0,1,0,0.38,0.0,1038129.0,190655.0
220354,11435.0,144-02 TUSKEGEE AIRMEN WAY,S2,4.0,"CHOWDHURY, AKHLAQ A",1200,1377,578,0,578,0,0,2.5,2,3,1925,1.15,0.0,1038005.0,191025.0
220500,11435.0,145-64 TUSKEGEE AIRMEN WAY,N2,8.0,STAR/SEA HOUS/DEV/FND,2503,1550,1550,0,0,0,0,2.0,2,2,1910,0.62,0.0,1038666.0,191741.0
220622,11435.0,146-38 TUSKEGEE AIRMEN WAY,C3,2.0,"ALLI, ASIM",1500,3720,1240,0,1240,0,0,2.0,4,4,1962,2.48,0.0,1038969.0,192098.0
220623,11435.0,146-40 TUSKEGEE AIRMEN WAY,S3,4.0,"146-40 SOUTH ROAD,",1500,2400,600,0,600,0,0,2.0,3,4,1962,1.6,0.0,1038983.0,192114.0
220625,11435.0,146-46 TUSKEGEE AIRMEN WAY,M1,8.0,"THE ECHOLS TEMPLE, UN",3000,2072,2072,0,0,0,0,1.0,0,1,1940,0.69,0.0,1039016.0,192151.0
220629,11435.0,106-32 SUTPHIN BOULEVARD,S9,4.0,"HOLLOWAY , MARGARET L",1530,2700,1350,0,1350,0,0,2.0,2,5,1920,1.76,0.0,1039104.0,192292.0
220630,11435.0,106-34 SUTPHIN BOULEVARD,S2,4.0,"BLAIR, YEMI",1360,1858,929,0,929,0,0,2.0,2,3,1920,1.37,0.0,1039116.0,192280.0
220633,11435.0,106-42 SUTPHIN BOULEVARD,M1,8.0,JOSEPH V DHANI,3400,4000,4000,0,0,0,0,2.0,0,1,1930,1.18,0.0,1039186.0,192218.0
220634,11435.0,106-46 SUTPHIN BOULEVARD,S2,4.0,106-48 REALTY LLC,1700,2000,1000,0,1000,0,0,2.0,2,3,1920,1.18,0.0,1039209.0,192197.0
220635,11435.0,106-48 SUTPHIN BOULEVARD,S2,4.0,106-48 REALTY LLC,1700,2000,1000,0,1000,0,0,2.0,2,3,1920,1.18,0.0,1039224.0,192184.0
220636,11435.0,106-50 SUTPHIN BOULEVARD,S9,4.0,106-50 LLC,1700,2800,1400,0,1400,0,0,2.0,2,4,1920,1.65,0.0,1039239.0,192170.0
220642,11435.0,106-36 SUTPHIN BOULEVARD,S2,4.0,CLINTON GRAHAM,1360,1858,929,0,929,0,0,2.0,2,3,1920,1.37,0.0,1039128.0,192270.0
220643,11435.0,106-49 SUTPHIN BOULEVARD,K4,4.0,"GEBORDE , PHILLIP",1847,2800,1600,0,1600,0,0,2.0,1,2,1931,1.52,0.0,1039340.0,192285.0
220644,11435.0,106-47 SUTPHIN BOULEVARD,S2,4.0,"ELINAS HOLDINGS, LLC",2125,2320,1160,0,1160,0,0,2.0,2,3,1920,1.09,0.0,1039323.0,192305.0
220649,11435.0,106-35 SUTPHIN BOULEVARD,S2,4.0,RODNEY SEARS,2500,2200,1100,0,0,0,0,2.0,2,3,1920,0.88,0.0,1039233.0,192395.0
220650,11435.0,106-31 SUTPHIN BOULEVARD,M1,8.0,BURNS MEMORIAL CHURCH,2500,2500,2500,0,0,0,0,1.0,0,1,1931,1.0,0.0,1039214.0,192412.0
220651,11435.0,147-12 TUSKEGEE AIRMEN WAY,S2,4.0,"CHARLES, CHICALIENA M",2000,1600,800,0,800,0,0,2.0,2,3,1931,0.8,0.0,1039283.0,192434.0
220652,11435.0,147-14 TUSKEGEE AIRMEN WAY,E9,6.0,STAIRS & RAILS MANUFA,3000,3900,3100,0,0,460,0,2.0,1,2,1930,1.3,0.0,1039301.0,192453.0
220653,11435.0,147-16 TUSKEGEE AIRMEN WAY,O7,5.0,"NGALAM, TITA S",3177,5040,5040,5040,0,0,0,2.0,0,1,1931,1.59,0.0,1039313.0,192504.0
220654,11435.0,106-38 150 STREET,S9,4.0,LAM138 REALTY INC.,1914,10500,2625,0,2625,0,0,4.0,6,8,1931,5.49,0.0,1039352.0,192552.0
220656,11435.0,106-48 150 STREET,F4,6.0,"ALLIE, NIZAM",1848,1760,1760,0,0,0,0,1.0,0,1,1931,0.95,0.0,1039365.0,192467.0
220657,11435.0,106-50 150 STREET,E2,6.0,SOUTH ROAD MANAGEMENT,3200,4800,3200,0,0,0,3200,2.0,2,3,1931,1.5,0.0,1039359.0,192422.0
220658,11435.0,106-52 150 STREET,S2,4.0,CLINTON GRAHAM,2334,3000,1500,0,1500,0,0,2.0,2,3,1920,1.29,0.0,1039369.0,192395.0
220660,11435.0,106-56 150 STREET,S1,4.0,BURNS MEMORIAL CHURCH,1235,2400,1200,0,1200,0,0,2.0,1,2,1931,1.94,0.0,1039384.0,192356.0
220661,11435.0,106-60 150 STREET,S2,4.0,BURNS MEMORIAL CHURCH,1277,4000,2000,0,2000,0,0,2.0,2,3,1931,3.13,0.0,1039391.0,192336.0
220702,11435.0,150-02 JAMAICA AVENUE,G1,10.0,THE DORMITORY AUTHORI,16400,88000,88000,0,1600,86400,0,5.0,0,1,1999,5.37,6.0,1038581.0,195043.0
220703,11433.0,150-14 JAMAICA AVENUE,Y2,8.0,POLICE DEPARTMENT,22125,132500,132500,0,0,0,0,5.0,0,1,1930,5.99,6.0,1038677.0,195082.0
220704,11433.0,151-02 JAMAICA AVENUE,Z1,8.0,NYS DORMITORY AUTH,67623,291589,291589,0,0,0,0,5.0,0,1,1999,4.31,6.0,1038933.0,195163.0
220709,11433.0,150-03 94 AVENUE,F9,6.0,LDBF REALTY INC,7470,8000,8000,1200,0,0,0,2.0,0,1,1964,1.07,2.0,1038899.0,194599.0
220711,11433.0,93-37 150 STREET,P9,8.0,MAHARSHI DAYANANDA GU,4790,4750,4750,0,4750,0,0,1.0,0,1,1950,0.99,2.0,1038783.0,194554.0
220714,11435.0,94-01 150 STREET,F1,6.0,"STARK, RITA",18310,17200,17200,0,0,0,0,1.0,0,1,1931,0.94,2.0,1038938.0,194455.0
220715,11435.0,150-37 150 STREET,G2,10.0,"STARK, RITA",5150,5150,5150,0,0,5150,0,1.0,0,1,1931,1.0,2.0,1038956.0,194355.0
220716,11435.0,94-21 150 STREET,G2,10.0,YAM HOLDING CORP,10970,10783,10783,883,0,4900,0,1.0,0,3,1960,0.98,2.0,1038918.0,194264.0
220717,11435.0,95-09 150 STREET,E2,6.0,BEAVER ROAD MANAGEMEN,3830,1200,1200,0,0,0,1200,1.0,0,1,1931,0.31,2.0,1038925.0,194169.0
220718,11435.0,94-15 150 STREET,E9,6.0,Y - M HOLDING CORP,12000,11500,11500,0,0,0,11500,1.0,0,1,1960,0.96,2.0,1038856.0,194379.0
220719,11432.0,153-10 JAMAICA AVENUE,M1,8.0,CULTURAL AFFAIRS,29200,18310,18310,0,0,0,0,2.0,0,1,1986,0.63,6.0,1039227.0,195264.0
220720,11433.0,153-20 JAMAICA AVENUE,O3,5.0,SOCIAL SECURITY ADM.,83500,738000,738000,738000,0,0,0,15.0,0,1,1986,8.84,6.0,1039467.0,195348.0
220723,11433.0,94-14 159 STREET,Z8,9.0,PARKS AND RECREATION,167804,3600,3600,0,0,0,0,2.0,0,0,1930,0.02,0.0,1039831.0,194880.0
220724,11433.0,94-40 BEAVER ROAD,W6,8.0,DORMITORY AUTH,31441,62400,62400,0,0,0,0,2.0,0,1,1973,1.98,0.0,1040159.0,194691.0
220725,11433.0,158-15 LIBERTY AVENUE,O2,5.0,DORMITORY AUTH,134900,260000,260000,260000,0,0,0,5.0,0,1,1997,1.93,0.0,1039931.0,194576.0
220727,11433.0,159-02 JAMAICA AVENUE,K6,5.0,MATTONE GROUP MANAGEM,83000,400000,400000,0,240000,160000,0,3.0,0,11,1999,4.82,6.0,1039879.0,195489.0
220728,11433.0,160-04 JAMAICA AVENUE,K4,4.0,PARTNERS 2004 LLC C/O,6650,10350,10350,0,10350,0,0,3.0,0,3,1949,1.56,6.0,1040036.0,195654.0
220729,11433.0,160-08 JAMAICA AVENUE,K4,4.0,"160 JAMAICA, LLC",33327,133458,133458,0,133458,0,0,10.0,0,1,1922,4.0,6.0,1040134.0,195670.0
220730,11432.0,161-06 JAMAICA AVENUE,P9,8.0,CULTURAL AFFAIRS,9500,10500,10500,10500,0,0,0,3.0,0,1,1914,1.11,6.0,1040227.0,195705.0
220731,11432.0,161-10 JAMAICA AVENUE,O5,5.0,JAMAICA GROUP 26 LLC,17900,72332,72332,65547,4071,2714,0,6.0,0,13,1940,4.04,6.0,1040292.0,195722.0
220733,11433.0,92-32 UNION HALL STREET,O5,5.0,NEW CHRYSTIE LLC,10162,55500,55500,42500,7000,0,0,6.0,0,5,1931,5.46,6.0,1040382.0,195527.0
220736,11433.0,160-05 ARCHER AVENUE,G6,10.0,CORNER 160 ASSOCIATES,7117,48,48,0,0,0,0,1.0,0,1,1996,0.01,6.0,1040292.0,195487.0
220737,11432.0,162-02 JAMAICA AVENUE,K2,5.0,ELBENTINO MANAGEMENTC,2226,3840,3840,1740,2100,0,0,2.0,0,3,1950,1.73,6.0,1040350.0,195847.0
220738,11432.0,162-04 JAMAICA AVENUE,O5,5.0,162 JAMAICA REALTY LL,4210,20700,20700,12420,8280,0,0,5.0,0,5,1931,4.92,6.0,1040382.0,195864.0
220739,11433.0,162-10 JAMAICA AVENUE,O6,5.0,GERTZ PLAZA ACQUISITI,63777,471648,471648,339000,123648,0,9000,7.0,0,54,1946,7.4,6.0,1040507.0,195743.0
220740,11432.0,162-24 JAMAICA AVENUE,K4,4.0,"SLJ REALTY HOLDINGS,",6397,38250,38250,0,38250,0,0,6.0,0,4,1930,5.98,6.0,1040527.0,195926.0
220741,11433.0,92-22 GUY R BREWER BLVD,K2,5.0,SKN REALTY LLC,3112,9300,9300,0,9300,0,0,2.0,0,1,1931,2.99,6.0,1040595.0,195728.0
220742,11433.0,92-30 GUY R BREWER BLVD,K1,5.0,IGD CORP.,6680,4560,4560,0,4560,0,0,1.0,0,1,1935,0.68,6.0,1040615.0,195692.0
220743,11433.0,92-36 GUY R BREWER BLVD,K2,5.0,CHOI MOO J,4800,3856,3856,0,3856,0,0,2.0,0,2,1931,0.8,6.0,1040638.0,195649.0
220744,11433.0,92-40 GUY R BREWER BLVD,K1,5.0,92-40 REALTY LLC,2380,2380,2380,0,2380,0,0,1.0,0,3,1931,1.0,6.0,1040678.0,195628.0
220745,11433.0,92-44 GUY R BREWER BLVD,K1,5.0,M.A.M. MANAGEMENT LLC,4354,4354,4354,0,4354,0,0,1.0,0,1,1930,1.0,6.0,1040680.0,195589.0
220748,11433.0,94-43 160 STREET,W9,8.0,DORMITORY AUTHORITY,141800,39144,39144,0,0,0,0,2.0,0,1,1974,0.28,0.0,1040298.0,194856.0
220751,11433.0,94-24 GUY R BREWER BLVD,W6,8.0,DASNY,382270,360000,360000,0,0,0,0,4.0,0,0,1982,0.94,0.0,1040710.0,195014.0
220758,11435.0,97-13 150 STREET,G4,7.0,"GOTTI, VICTORIA",5650,5650,5650,0,0,5650,0,1.0,0,1,1960,1.0,2.0,1039108.0,193709.0
220760,11435.0,97-03 150 STREET,M9,8.0,CHURCH OF THE LORD OF,2846,3000,3000,0,3000,0,0,2.0,0,1,1930,1.05,2.0,1039096.0,193770.0
220761,11435.0,97-01 150 STREET,E1,6.0,"97-01 150TH STREET, L",2811,3319,3319,0,0,0,0,0.0,0,1,0,1.18,2.0,1039087.0,193793.0
220762,11435.0,95-43 150 STREET,E1,6.0,"97-01 150TH STREET, L",2500,3053,3053,0,0,0,0,0.0,0,1,0,1.22,2.0,,
220763,11435.0,95-41 150 STREET,E1,6.0,"97-01 150TH STREET, L",2500,3053,3053,0,0,0,0,0.0,0,1,0,1.22,2.0,,
220764,11435.0,95-35 150 STREET,G1,10.0,95-35 150TH ST. LLC,7553,6850,6850,0,0,0,6850,1.0,0,1,1920,0.91,2.0,1039083.0,193886.0
220775,11433.0,150-24 BEAVER ROAD,G1,10.0,RITA STARK,59000,38400,38400,0,0,38400,0,1.0,0,1,1975,0.65,2.0,1039182.0,194323.0
220776,11433.0,151-16 BEAVER ROAD,F2,6.0,PREMIER RADIATOR CORP,4400,3040,3040,0,0,0,0,1.0,0,1,1931,0.69,2.0,1039166.0,194489.0
220777,11433.0,151-24 BEAVER ROAD,F9,6.0,ROHANI NANKU,8668,6325,6325,860,0,1652,0,1.0,0,2,1931,0.73,2.0,1039215.0,194508.0
220778,11433.0,95-08 TUCKERTON STREET,E9,6.0,ROHANI NANKU,2652,700,700,0,0,0,700,1.0,0,1,1950,0.26,2.0,1039264.0,194450.0
220781,11433.0,95-50 TUCKERTON STREET,E9,6.0,95-40 TUCKERTON ST. L,27800,26500,26500,0,0,0,0,1.0,0,2,1954,0.95,2.0,1039237.0,194102.0
220783,11433.0,150-35 LIBERTY AVENUE,G9,7.0,"YARKIN, EDWARD",30732,3800,3800,0,0,0,3800,2.0,0,3,1931,0.12,2.0,1039284.0,193883.0
220784,11433.0,150-19 LIBERTY AVENUE,K1,5.0,THREE SONS REAL ESTAT,7400,2860,2860,0,2860,0,0,1.0,0,1,1931,0.39,2.0,1039190.0,193844.0
220785,11433.0,150-17 LIBERTY AVENUE,G4,7.0,"GOTTI, VICTORIA E",5700,3200,3200,0,0,3200,0,1.0,0,1,1931,0.56,2.0,1039167.0,193802.0
220787,11433.0,155-19 LIBERTY AVENUE,E7,6.0,"SAFEGUARD LIBERTY, LL",25025,52426,52426,0,0,0,52426,3.0,0,1,2010,2.09,2.0,1039659.0,194064.0
220789,11433.0,155-11 LIBERTY AVENUE,K1,5.0,THREE SONS REAL ESTAT,4000,1800,1800,0,1800,0,0,1.0,0,1,1931,0.45,2.0,1039532.0,193965.0
220792,11433.0,95-40 157 STREET,E1,6.0,CHASSON ASSOCIATES LL,39000,30300,30300,0,0,0,0,1.0,0,6,1950,0.78,2.0,1039520.0,194150.0
220793,11433.0,95-41 TUCKERTON STREET,E1,6.0,CHASSON ASSOCIATES LL,8960,5124,5124,0,0,0,0,1.0,0,1,1950,0.57,2.0,1039460.0,194259.0
220796,11433.0,94-20 158 STREET,F4,6.0,ANGPAT REALTY CORP,12800,12800,12800,0,0,0,0,1.0,0,1,1963,1.0,2.0,1039389.0,194638.0
220797,11433.0,94-34 158 STREET,F9,6.0,ANGPAT REALTY CORP,14000,13640,13640,5000,0,0,0,1.0,0,1,1938,0.97,2.0,1039478.0,194560.0
220798,11433.0,94-40 158 STREET,F4,6.0,ANGPAT REALTY CORP,15088,14884,14884,0,0,0,0,2.0,0,1,1958,0.99,2.0,1039566.0,194495.0
220799,11433.0,94-50 158 STREET,E2,6.0,PMR HYOLDINGS,14845,16044,16044,0,0,0,0,1.0,0,1,1931,1.08,2.0,1039646.0,194435.0
220800,11433.0,94-54 158 STREET,Z9,,94-54 158TH STREET RE,24128,150,150,0,0,0,0,1.0,0,1,0,0.01,2.0,1039746.0,194360.0
220806,11433.0,157-12 BEAVER ROAD,E1,6.0,SURJPAUL ROOPNAUTH,5040,5000,5000,0,0,0,5000,1.0,0,1,1984,0.99,2.0,1039262.0,194667.0
220807,11433.0,157-14 BEAVER ROAD,G2,10.0,CASAGRANDE REALTY COR,1730,960,960,0,0,960,0,1.0,0,1,1931,0.55,2.0,1039268.0,194698.0
220809,11435.0,104-05 150 STREET,K4,4.0,LIBERTY GROUP MANAGE,2100,3276,2184,0,2184,0,0,2.0,2,3,1920,1.56,2.0,1039155.0,193532.0
220810,11435.0,104-03 150 STREET,S2,4.0,LIBERTY GROUP MANAGE,1512,2492,1246,1246,0,0,0,2.0,2,3,1920,1.65,2.0,1039134.0,193548.0
220811,11435.0,150-06 LIBERTY AVENUE,K4,4.0,LIBERTY GROUP MANAGE,3133,6200,4800,0,3100,0,1700,2.0,2,5,1931,1.98,2.0,1039144.0,193578.0
220812,11433.0,150-14 LIBERTY AVENUE,G2,10.0,MARIA WOLF,2710,2650,2650,0,0,2650,0,1.0,0,1,1931,0.98,2.0,1039213.0,193598.0
220813,11433.0,150-16 LIBERTY AVENUE,G1,10.0,MARIA WOLF,1482,1300,1300,0,1300,0,0,1.0,0,1,1931,0.88,2.0,1039247.0,193614.0
220814,11433.0,150-28 LIBERTY AVENUE,K4,4.0,"URBAN-SERS JAMAICA, L",4955,8625,8625,0,7500,1125,0,2.0,0,3,1950,1.74,2.0,1039296.0,193635.0
220815,11433.0,150-30 LIBERTY AVENUE,G2,10.0,"URBAN-SERS JAMAICA, L",9000,1380,1380,0,0,1380,0,1.0,0,2,1950,0.15,2.0,1039369.0,193658.0
220818,11433.0,150-11 GUINZBURG ROAD,F4,6.0,"AFC REALTY, INC",12510,6600,6600,2000,0,0,0,2.0,0,2,1962,0.53,2.0,1039199.0,193502.0
220819,11433.0,155-02 LIBERTY AVENUE,F9,6.0,HOUSING PRESERVATION,42960,6600,6600,3000,0,0,0,2.0,0,1,1944,0.15,2.0,1039573.0,193729.0
220820,11435.0,150-02 GUINZBURG ROAD,E1,6.0,HONEYWELL FARMS INC,10000,10000,10000,0,0,0,10000,1.0,0,1,2003,1.0,2.0,1039219.0,193356.0
220821,,        GUINZBURG ROAD,E1,6.0,HONEYWELL FARMS INC,1995,1995,1995,0,0,0,1995,1.0,0,1,2004,1.0,2.0,,
220822,,        GUINZBURG ROAD,E1,6.0,HONEYWELL FARMS INC,1800,1800,1800,0,0,0,1800,1.0,0,1,2004,1.0,2.0,,
220823,,        GUINZBURG ROAD,E1,6.0,HONEYWELL FARMS INC,1800,1800,1800,0,0,0,1800,1.0,0,1,2004,1.0,2.0,,
220824,,        GUINZBURG ROAD,E1,6.0,HONEYWELL FARMS INC,1995,1995,1995,0,0,0,1995,1.0,0,1,2004,1.0,2.0,,
220826,11433.0,105-20 TUCKERTON STREET,E1,6.0,DEUTSCHER ALLAN,4392,4559,4559,0,0,0,4559,1.0,0,1,1931,1.04,2.0,1039374.0,193302.0
220827,11433.0,105-24 TUCKERTON STREET,E1,6.0,DEUTSCHER ALLAN,4250,1000,1000,0,0,0,1000,1.0,0,1,1931,0.24,2.0,1039380.0,193272.0
220829,11433.0,105-28 TUCKERTON STREET,G7,10.0,JAMES IEVOLELLA,3139,468,468,0,0,0,0,1.0,0,1,0,0.15,2.0,,
220837,11435.0,105-31 150 STREET,S2,4.0,THE 105-31 150TH STRE,2000,3600,1188,0,1188,0,0,3.0,2,3,1920,1.8,2.0,1039337.0,193036.0
220841,11435.0,105-21 150 STREET,G1,10.0,"RAMBARRAN, BHOLINDRAN",1560,900,900,0,0,900,0,1.0,0,1,1950,0.58,2.0,1039308.0,193116.0
220846,11435.0,105-07 150 STREET,K2,5.0,DEUTSCHER ALLAN,3000,6000,6000,0,6000,0,0,2.0,0,1,1940,2.0,2.0,1039266.0,193230.0
220847,11435.0,105-03 150 STREET,K1,5.0,DEUTSCHER ALLAN,3150,3212,3212,0,3212,0,0,1.0,0,1,1940,1.02,2.0,1039257.0,193259.0
220848,11435.0,104-37 150 STREET,E1,6.0,HONEYWELL FARMS INC,16767,18000,18000,0,0,0,18000,2.0,0,1,1931,1.07,2.0,1039310.0,193344.0
220849,,        GUINZBURG ROAD,E1,6.0,HONEYWELL FARMS INC,195,195,195,0,0,0,195,1.0,0,1,2004,1.0,2.0,,
220850,,        GUINZBURG ROAD,E1,6.0,HONEYWELL FARMS INC,195,195,195,0,0,0,195,1.0,0,1,2004,1.0,2.0,,
220851,11435.0,105-23 150 STREET,G4,7.0,"RAMBARRAN, BHOLINDRAN",1525,2135,2135,0,0,1220,0,2.0,0,1,1931,1.4,2.0,1039313.0,193101.0
220855,11433.0,155-23 STYLER ROAD,E9,6.0,HONEYWELL PROPERTIES,8740,610,610,0,0,0,610,1.0,0,1,0,0.07,2.0,,
220856,11433.0,155-25 STYLER ROAD,F9,6.0,HONEYWELL FARMS INC,14500,11620,11620,5810,0,0,0,2.0,0,1,1950,0.8,2.0,1039612.0,193344.0
220858,11433.0,155-06 STYLER ROAD,E9,6.0,HONEYWELL FARMS INC,27500,4500,4500,0,0,0,4500,1.0,0,1,1966,0.16,2.0,,
220860,11433.0,154-21 TUSKEGEE AIRMEN WAY,F2,6.0,STYLER REALTY CO,60984,53611,53611,0,0,0,0,2.0,0,1,1966,0.88,2.0,1039821.0,193294.0
220869,11433.0,156-25 LIBERTY AVENUE,F9,6.0,HOUSING PRESERVATION,182275,33500,33500,0,0,0,0,1.0,0,1,1960,0.18,2.0,1039875.0,193836.0
220876,11433.0,158-03 TUSKEGEE AIRMEN WAY,W5,8.0,DORMITORY AUTH,115000,432,432,0,0,0,0,1.0,0,0,1931,0.0,0.0,1040376.0,194125.0
220879,11433.0,105-34 160 STREET,W9,8.0,DORMITORY AUTH,59170,1500,1500,0,0,0,0,1.0,0,1,1990,0.03,0.0,1040676.0,194117.0
220880,11433.0,160-13 LIBERTY AVENUE,W5,8.0,DORMITORY AUTH,164780,42000,42000,0,0,0,0,2.0,0,1,1990,0.25,0.0,1040919.0,194347.0
220881,11433.0,105-08 GUY R BREWER BLVD,W5,8.0,NYS DORMITORY AUTHORI,121864,55500,55500,0,0,0,0,2.0,0,1,1990,0.46,0.0,1041218.0,194478.0
220882,11433.0,106-55 150 STREET,S4,4.0,NAC PROPERTIES LLC,2177,4650,2150,0,1250,900,0,3.0,4,5,1925,2.14,0.0,1039509.0,192415.0
220885,11435.0,106-49 150 STREET,S2,4.0,"LAIFOOK, WILSON",1518,3828,1320,0,0,0,0,3.0,2,3,1900,2.52,0.0,1039483.0,192472.0
220888,11435.0,106-43 150 STREET,S2,4.0,JOBE DEVELOPMENT CORP,2460,4560,2280,0,1140,0,0,3.0,2,3,1899,1.85,0.0,1039488.0,192555.0
220891,11435.0,106-35 150 STREET,S2,4.0,NYC HOUSING PARTNERSH,1750,2280,1140,0,1140,0,0,2.0,2,3,1899,1.3,0.0,1039457.0,192634.0
220893,11435.0,106-31 150 STREET,S4,4.0,106-43 150TH STREET D,1397,4362,1638,0,1638,0,0,3.0,4,5,1931,3.12,0.0,1039434.0,192671.0
220894,11433.0,150-06 TUSKEGEE AIRMEN WAY,E9,6.0,CLINTON GRAHAM,5212,5630,4790,0,840,0,0,2.0,1,3,1931,1.08,0.0,1039516.0,192674.0
220896,11433.0,150-18 TUSKEGEE AIRMEN WAY,E9,6.0,CLINTON GRAHAM,6545,3400,3400,1400,0,0,2000,1.0,0,1,1931,0.52,0.0,1039534.0,192737.0
220908,11433.0,150-17 107 AVENUE,Z9,,"ALECRIM , CARINE SENA",1600,240,240,0,0,0,0,1.0,0,1,2012,0.15,0.0,1039540.0,192481.0
220910,11433.0,        153 STREET,Z9,,L & D REALTY,15800,360,360,360,0,0,0,1.0,0,1,1995,0.02,0.0,,
220916,11433.0,106-10 154 STREET,M1,8.0,LAIGLESIA EVGL APOSPR,2001,3280,960,0,0,0,0,2.0,0,1,1910,1.64,0.0,1039757.0,192870.0
220933,11433.0,154-18 TUSKEGEE AIRMEN WAY,E9,6.0,NATION-WIDE RECYC/CEN,27500,8560,8560,0,0,0,8560,1.0,0,1,1938,0.31,0.0,1039892.0,193036.0
220938,11433.0,106-34 155 STREET,G1,10.0,"YOVAS REALTY, LLC",3000,1800,1800,0,0,1800,0,1.0,0,1,1931,0.6,0.0,1040041.0,192874.0
220947,11433.0,106-25 154 STREET,M1,8.0,BETHEL MISSION STATIO,6000,3960,3960,0,0,0,0,1.0,0,1,1980,0.66,0.0,1039946.0,192838.0
220949,11433.0,106-15 154 STREET,M1,8.0,BETHEL MISSION STATIO,2000,1100,1100,0,0,0,0,1.0,0,1,1940,0.55,0.0,1039906.0,192909.0
220952,11433.0,155-08 TUSKEGEE AIRMEN WAY,M1,8.0,THE REDEEMED CHRISTIA,3213,2976,2976,0,0,0,0,2.0,0,1,1920,0.93,0.0,1040046.0,193215.0
220955,11433.0,155-18 TUSKEGEE AIRMEN WAY,S1,4.0,"CHADWICK, SAMUEL D",4242,3240,1620,0,1620,0,0,2.0,1,2,1931,0.76,0.0,1040102.0,193321.0
220956,11433.0,155-20 TUSKEGEE AIRMEN WAY,S1,4.0,SAMUEL CHADWICK,2186,3240,1620,0,0,0,1620,2.0,1,2,1931,1.48,0.0,1040123.0,193339.0
220991,11433.0,156-10 TUSKEGEE AIRMEN WAY,E1,6.0,BROTHERS II REALTY CO,4092,3500,3500,0,0,0,0,2.0,0,1,1989,0.86,0.0,1040187.0,193422.0
220992,11433.0,156-14 TUSKEGEE AIRMEN WAY,S1,4.0,BROTHERS II REALTY CO,2582,2000,1000,0,1000,0,0,2.0,1,2,1910,0.77,0.0,1040217.0,193445.0
220993,11433.0,156-16 TUSKEGEE AIRMEN WAY,W2,8.0,BROTHERS II REALTY CO,2662,1875,1875,0,0,0,1875,1.0,0,1,1996,0.7,0.0,1040237.0,193461.0
220994,11433.0,156-18 TUSKEGEE AIRMEN WAY,W2,8.0,BROTHERS II REALTY CO,2214,1875,1875,0,0,0,1875,1.0,0,1,1996,0.85,0.0,1040252.0,193486.0
220995,11433.0,156-20 TUSKEGEE AIRMEN WAY,M1,8.0,ESTELLE M OCONNOR,2392,2500,2500,0,0,0,0,2.0,0,1,1931,1.05,0.0,1040272.0,193502.0
220997,11433.0,156-24 TUSKEGEE AIRMEN WAY,S2,4.0,PRASAD DWARKA,2855,3300,1650,0,1650,0,0,2.0,2,3,1920,1.16,0.0,1040313.0,193533.0
220999,11433.0,106-20 157 STREET,E1,6.0,TODI LAND DEVELOPMENT,7500,10500,10500,0,0,4200,4500,2.0,0,2,1965,1.4,2.0,1040338.0,193411.0
221000,11433.0,106-24 157 STREET,G2,10.0,REALI REALTY CO,5000,5000,5000,0,0,5000,0,1.0,0,1,1931,1.0,2.0,1040369.0,193355.0
221001,11433.0,106-26 157 STREET,E9,6.0,"BHOLANAUTH, SOMDATT",2500,2000,2000,0,0,0,2000,1.0,0,1,1931,0.8,2.0,1040387.0,193323.0
221002,11433.0,106-32 157 STREET,E2,6.0,"NANDLAL, SUREN",2500,720,720,0,0,0,720,0.0,0,1,0,0.29,2.0,1040399.0,193301.0
221003,11433.0,        157 STREET,E2,6.0,"NANDLAL, SUREN",2500,168,168,0,0,0,168,1.0,0,1,2007,0.07,2.0,1040411.0,193279.0
221004,11433.0,106-38 157 STREET,G2,10.0,"AMAN REALTY, LLC",10000,5824,5824,0,0,3664,0,1.0,0,3,1950,0.58,2.0,1040442.0,193225.0
