,Unnamed: 0,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,facility_type_lcm_new,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft,sqft_new,max_kwh_cost_simple_new,LIGHTING_INTENSITY
4342,4342,9378,8209,8205,447,Berry Global - Alsip,27.0,Industrial - 3 Shift,Other,Offices (Non-medical),,"Connelly, Bins and Walter",11:19.0,11:32.6,2.0,5,False,True,11,1776,8760.0,0.1,,11,3185589.0,16312.5,11,11041,11041,1486.0,2802.0,483111360.0,578.8110292,64776.0,76,76,76946.352,76946.352,500.0,97656.785,1.26,78.79263279,12900 S Pulaski Rd,Alsip,IL,60803.0,41.65829,-87.71904,1148506.08,379042.56,769463.52,,1000.0,0.18447,1148.50608
4343,4343,9380,8180,8176,883,US Bank,65.0,Other,Other,Offices (Non-medical),,Metz-Moore,54:43.8,54:45.4,2.0,5,False,True,13,28,8736.0,0.11,,13,17628.0,17357.14286,13,5220,5220,5220.0,241.0,699343008.0,74.40476190000001,80053.0,13,13,91724.59296000001,91724.59296000001,,282999.9934,2.97,32.4115177,12800 Foster St,Overland Park,KS,66213.0,38.897434000000004,-94.67456999999999,1533202.9440000001,699343.0079999999,833859.936,,25000.0,0.085,61.32811776
4344,4344,9381,8179,8175,407,Casey Toyota,1.0,Auto Related,Services,Warehouse and storage,,"Rogahn, Corkery and Waters",18:18.3,18:24.2,2.0,5,False,True,2,2,4380.0,0.1,,2,2896.0,10000.0,2,49,49,49.0,282.0,48039840.0,34.24657534,10968.0,2,2,18528.276,20298.672,,8529.0,0.42,237.99591980000002,6 Forrest Drive,Newport New,VA,23606.0,38.589386,-78.51392,233322.6,48039.84,185282.76,,200.0,0.15,1166.613
4345,4345,9381,8182,8178,407,Casey Toyota,1.0,Auto Related,Services,Other,,"Rogahn, Corkery and Waters",50:55.4,50:57.1,2.0,5,False,True,2,2,4380.0,0.1,,2,2896.0,10000.0,2,49,49,49.0,282.0,48039840.0,34.24657534,10968.0,2,2,18528.276,20298.672,,35399.5,1.72,57.34169127,6 Forrest Drive,Newport New,VA,23606.0,38.589386,-78.51392,233322.6,48039.84,185282.76,,330.0,0.063,707.0381818
4346,4346,9408,8185,8181,318,Santa Fe South Stadium Lighting Proposal,59.0,Sports Arena,Public assembly,Education,2251.0,Abernathy Inc,32:06.2,32:07.6,2.0,5,False,True,1,5,500.0,0.125,,1,8250.0,10000.0,1,650,650,130.0,2500.0,32500000.0,500.0,65000.0,5,5,9343.75,15843.75,6110.0,219336.0,,7.223506401,4825 S Shields Blvd,Oklahoma City,OK,73129.0,35.41704,-97.508545,107250.0,32500.0,74750.0,,250000.0,0.0446,0.429
4347,4347,9409,8190,8186,581,"Matamatic Inc,",,,,Education,2239.0,"Harvey, Kozey and Schuster",27:01.4,27:03.9,2.0,5,False,True,11,99,3000.0,0.1,,11,263736.0,16363.636359999999,11,105,105,86.0,600.0,17199000.0,250.0,5733.0,13,13,3336.0,4599.876,,20874.47143,5.43,22.0358921,,,,,,,50559.0,17199.0,33360.0,,10000.0,0.085,5.0559
4348,4348,9411,8186,8182,372,Belding Library,,,,Education,2239.0,Kub Group,55:39.8,55:46.6,2.0,5,False,True,4,1196,1508.0,0.14578,,4,455952.0,17076.92308,4,3854,3854,2000.0,6690.0,129168000.0,8349.358973999999,41400.0,325,325,8258.868509,8258.868509,,41491.88388,4.66,19.90478073,,,,,,,78361.92,18008.64,60353.28,,20000.0,0.085,3.918096
4349,4349,9411,8462,8458,372,Belding Library,,,,Health care - Inpatient,2239.0,Kub Group,12:53.7,13:02.1,2.0,5,False,True,4,1196,1508.0,0.14578,,4,455952.0,17076.92308,4,3580,3580,2305.0,8008.0,154801920.0,7115.384615000001,49616.0,346,346,7975.962009999999,7975.962009999999,,15285.5233,1.88,52.17984267,,,,,,,78361.92,23649.6,54712.32,,500.0,0.085,156.72384
4350,4350,9415,8188,8184,841,"Donovan Marine-Bessemer, AL",62.0,Warehouse (Not Refrigerated),Warehouse and storage,Offices (Non-medical),,Marks-Schaden,46:00.8,46:02.2,2.0,5,False,True,1,1,3501.0,0.1,,1,464.0,10000.0,1,40,40,40.0,148.0,20725920.0,28.56326764,5920.0,1,1,4425.264,4425.264,,12030.28571,2.63,36.78436327,2401 Five Star Pkwy,Bessemer,AL,35022.0,33.381706,-87.01077,64978.56,20725.92,44252.64,,7000.0,0.05094,9.282651429
4351,4351,9416,8192,8188,416,Innovation Foods,,,,Offices (Non-medical),2249.0,Hermiston Group,26:54.5,26:55.7,2.0,5,False,True,3,20,3500.0,0.132,,3,11790.0,12500.0,3,149,249,205.0,179.0,20027000.0,72.85714286,5722.0,4,6,5622.078,6488.328,,15843.37961,2.38,40.95292898,2069 Midway Dr,Twinsburg,OH,44087.0,41.315884000000004,-81.46414,58558.5,15967.0,42591.5,,5000.0,0.961,11.7117
4352,4352,9417,8198,8194,416,Budzar Industries,,,,Offices (Non-medical),2249.0,Hermiston Group,32:48.2,32:49.5,2.0,5,False,True,4,8,3500.0,0.1675,,4,4240.0,10000.0,4,238,306,306.0,152.0,59864000.0,82.85714286,17104.0,4,8,12433.19,14333.69,,51472.5,3.43,27.84727767,38241 Willoughby Pkwy,Willoughby,OH,44094.0,41.677997999999995,-81.4054,134092.0,59864.0,74228.0,,250000.0,0.0649,0.5363680000000001
4353,4353,9418,8202,8198,486,Colliers 3221-101,40.0,Office (General Office Types),Offices (Non-medical),Retail - Mall & Non-Mall,2239.0,Wuckert LLC,14:06.2,14:08.4,2.0,5,False,True,4,12,,,,4,3828.0,12750.0,4,42,108,104.0,72.0,0.0,0.0,2092.0,5,9,0.0,0.0,,1118.75,,0.0,3221 Durham Drive,Raleigh,NC,27603.0,35.732834000000004,-78.64393000000001,0.0,0.0,0.0,,60.0,0.1,0.0
4354,4354,9420,8205,8201,844,Rhino Linings CdA,1.0,Auto Related,Services,Retail - Mall & Non-Mall,,"Homenick, Moen and Mante",41:29.7,41:36.7,2.0,5,False,True,3,12,2371.5,0.08,,3,9360.0,16666.66667,3,18,18,18.0,319.0,3925530.0,69.12442396,1866.0,3,3,718.0344,718.0344,,951.2087879000001,1.32,75.48651875,5320 E. Seltice Way,Post Falls,ID,83854.0,47.705135,-116.8762,12900.96,3925.53,8975.43,,6557.0,0.8,1.9675095319999998
4355,4355,9422,8210,8206,581,Cintas,,,,Education,2239.0,"Harvey, Kozey and Schuster",15:21.3,15:22.3,2.0,5,False,True,7,21,6240.0,0.1,,7,15624.0,18571.42857,7,213,213,213.0,402.0,67117440.0,56.08974359,10756.0,7,7,7403.76,13747.62896,2797.0,27135.50886,2.55,50.6628751,,,,,,,141155.04,67117.44,74037.6,,225.0,0.052000000000000005,627.3557333
4356,4356,9424,8208,8204,474,3287 Franklin Limestone Rd,,,,Warehouse and storage,,Rogahn and Sons,59:08.2,59:09.3,2.0,5,False,True,4,10,,,,4,3768.0,22001.4,4,257,257,283.0,640.0,0.0,0.0,7680.0,7,7,0.0,0.0,,31715.7275,,0.0,3287 Franklin Limestone Rd,Nashville,TN,37013.0,36.08048,-86.68506,0.0,0.0,0.0,,41000.0,0.1,0.0
4357,4357,9478,8211,8207,488,975 F STREET COMMON AREA,40.0,Office (General Office Types),Offices (Non-medical),Health care - Inpatient,,Conn-Nienow,55:15.7,55:28.3,2.0,5,False,True,7,120,6380.0,0.1,,7,33138.0,19000.0,7,639,639,639.0,194.0,111051120.0,62.80821918,14242.0,10,10,13304.124,13304.124,,16854.0,1.26,78.93748665,975 F St NW,Washington,DC,20004.0,38.89764,-77.02557,300872.88,167831.64,133041.24,,3200.0,0.085,94.022775
4358,4358,9479,8212,8208,416,Cage Gear,,,,Warehouse and storage,2249.0,Hermiston Group,27:50.5,27:52.8,2.0,5,False,True,5,16,5000.0,0.1164,,5,17290.0,13750.0,5,55,270,274.0,270.0,42100000.0,80.0,8420.0,6,16,4046.0640000000003,4703.564,,13577.0,2.79,34.64361788,1776 Gateway Blvd SE,Canton,OH,44707.0,40.77887,-81.36859,77140.0,42380.0,34760.0,,225.0,0.063,342.8444444
4359,4359,9480,8213,8209,877,East Salisbury Fire Dept,,,,Retail - Mall & Non-Mall,,"Rowe, Anderson and Tromp",36:17.3,36:24.5,2.0,5,False,True,2,2,4000.0,0.075,,2,932.0,15000.0,2,39,39,39.0,183.0,18824000.0,32.5,4706.0,2,2,1741.8,1756.0,,4674.15,2.58,37.56832793,,,,,,,42048.0,18824.0,23224.0,,500.0,0.085,84.096
4360,4360,9481,8214,8210,552,Richmond City Hall - Parkade,,,,Warehouse and storage,,"Reynolds, Pfeffer and Gottlieb",06:07.7,06:13.6,2.0,5,False,True,2,2,8760.0,0.09857,,2,310.0,10000.0,2,98,98,98.0,150.0,64386000.0,11.41552511,7350.0,2,2,30.221562,30.221562,,27170.55,,0.111229114,,,,,,,64692.6,64386.0,306.6,,1000.0,0.085,64.6926
4361,4361,9535,8218,8214,716,St Lukes Episcopal School,53.0,School / University,Education,Food Sales,,Schmeler-Emard,14:29.9,14:34.5,2.0,5,False,True,19,252,5489.333333,0.1,,19,1249440.0,12380.952379999999,19,1442,1442,1398.0,2324.0,200464384.0,296.5429619,57793.0,23,23,32870.9208,32870.9208,,155098.46,4.59,21.19358297,1400 S University Blvd,Mobile,AL,36609.0,30.663033000000002,-88.167076,534942.328,206233.12,328709.208,,10000.0,0.0446,53.4942328
4362,4362,9537,8221,8217,447,Transwestern - Precision Ink,34.0,Manufacturing Facility,Other,Food Sales,,"Connelly, Bins and Walter",06:25.5,06:30.7,2.0,5,False,True,3,130,8760.0,0.1,,3,68484.0,14200.0,3,334,334,97.0,258.0,8741200.0,265.38461540000003,3362.0,11,11,1863.42,2090.489117,5475.0,805.87,0.39,259.4077353,151 Stanley St.,Elk Grove Village,IL,60007.0,42.023987,-87.97753,27375.4,8741.2,18634.2,,1000.0,0.0836,27.3754
4363,4363,9570,8241,8237,726,DP2 Interior Common Area LED,40.0,Office (General Office Types),Offices (Non-medical),Offices (Non-medical),,Schmidt LLC,52:39.9,52:45.3,2.0,5,False,True,5,20,8760.0,0.0875,,5,2940.0,23200.0,5,268,268,793.0,122.5,99986640.0,51.36986301,11414.0,9,9,1444.086,1444.086,895.85,2264.50875,1.55,63.77038729,11902 Burnet Road,Austin,TX,78758.0,30.405527000000003,-97.71643,30274.56,13770.72,16503.84,,129.0,0.961,234.6865116
4364,4364,9597,8226,8222,407,Smail GMC-Ford-KIA,1.0,Auto Related,Services,Food Sales,,"Rogahn, Corkery and Waters",32:46.0,32:47.0,2.0,5,False,True,2,2,4380.0,0.1,,2,1508.0,10000.0,2,86,86,86.0,250.0,55188000.0,45.66210046,12600.0,2,2,11501.88,13898.9226,,0.0,0.0,inf,5110 U.S. 30,Greensburg,PA,15601.0,40.301678,-79.49290500000001,170206.8,55188.0,115018.8,,500.0,0.07,340.4136
4365,4365,9597,8229,8225,407,Smail GMC-Ford-KIA,1.0,Auto Related,Services,Retail - Mall & Non-Mall,,"Rogahn, Corkery and Waters",20:04.1,20:09.8,2.0,5,False,True,2,2,4380.0,0.1,,2,1508.0,10000.0,2,86,86,86.0,250.0,55188000.0,45.66210046,12600.0,2,2,11501.88,13898.9226,,52098.76,3.57,26.67802957,5110 U.S. 30,Greensburg,PA,15601.0,40.301678,-79.49290500000001,170206.8,55188.0,115018.8,,500.0,0.15,340.4136
4366,4366,9597,9088,9084,407,Smail GMC-Ford-KIA,1.0,Auto Related,Services,Offices (Non-medical),,"Rogahn, Corkery and Waters",43:04.5,43:05.6,2.0,5,False,True,2,2,4380.0,0.1,,2,1508.0,10000.0,2,86,86,86.0,250.0,55188000.0,45.66210046,12600.0,2,2,11501.88,13898.9226,,48208.8,3.32,28.83067531,5110 U.S. 30,Greensburg,PA,15601.0,40.301678,-79.49290500000001,170206.8,55188.0,115018.8,,20000.0,0.048889999999999996,8.51034
4367,4367,9599,8228,8224,407,Toyota of Greensburg,1.0,Auto Related,Services,Food Sales,,"Rogahn, Corkery and Waters",42:46.4,42:48.0,2.0,5,False,True,2,6,4380.0,0.1,,2,4872.0,10000.0,2,256,256,250.0,800.0,162936000.0,136.9863014,37200.0,6,6,17278.224,20863.832159999998,,0.0,0.0,inf,4964 US-30,Greensburg,PA,15601.0,40.29849,-79.48083000000001,255564.24,82782.0,172782.24,,1000.0,0.06,255.56423999999998
4368,4368,9599,8232,8228,407,Toyota of Greensburg,1.0,Auto Related,Services,Food Sales,,"Rogahn, Corkery and Waters",09:55.7,09:56.9,2.0,5,False,True,2,6,4380.0,0.1,,2,4872.0,10000.0,2,128,0,,,,,,3,3,5.68e-14,5.68e-14,,4000.0,,1.42e-15,4964 US-30,Greensburg,PA,15601.0,40.29849,-79.48083000000001,255564.24,255564.24,0.0,,100.0,0.1,2555.6424
4369,4369,9599,8331,8327,407,Toyota of Greensburg,1.0,Auto Related,Services,Offices (Non-medical),,"Rogahn, Corkery and Waters",09:38.2,09:40.6,2.0,5,False,True,2,6,4380.0,0.1,,2,4872.0,10000.0,2,256,256,250.0,600.0,109500000.0,136.9863014,25000.0,6,6,19950.023999999998,23535.63216,,76059.87,3.11,30.94356086,4964 US-30,Greensburg,PA,15601.0,40.29849,-79.48083000000001,255564.24,56064.0,199500.24,,1836.0,0.069,139.1962092
4370,4370,9599,9091,9087,407,Toyota of Greensburg,1.0,Auto Related,Services,Offices (Non-medical),,"Rogahn, Corkery and Waters",24:01.8,24:02.9,2.0,5,False,True,2,6,4380.0,0.1,,2,4872.0,10000.0,2,256,256,250.0,600.0,109500000.0,136.9863014,25000.0,6,6,19950.023999999998,23535.63216,,70190.4,2.88,33.53112699,4964 US-30,Greensburg,PA,15601.0,40.29849,-79.48083000000001,255564.24,56064.0,199500.24,,96000.0,0.085,2.6621275
4371,4371,9600,8230,8226,568,Hidden Harbour 2 Extra Fixtures,9.0,Commercial Condos,Offices (Non-medical),Health care - Outpatient,2254.0,"Monahan, Roberts and Harvey",51:23.4,51:25.2,2.0,5,False,True,1,1,4368.0,0.14,,1,116.0,10000.0,1,15,15,15.0,20.0,1310400.0,11.44688645,300.0,1,1,880.5888,880.5888,,1875.895,2.09,46.94232886,12401 Jamaica Ave,Ocean City,MD,21842.0,38.42921,-75.05921,7600.32,1310.4,6289.92,,47.0,0.052000000000000005,161.70893619999998
4372,4372,9601,8231,8227,575,Sprung - Northrup Grumman Hangar,,,,Warehouse and storage,,Tillman-McGlynn,40:19.0,40:20.4,2.0,5,False,True,1,1,,,,1,261.0,10000.0,1,102,102,102.0,165.0,0.0,0.0,16830.0,1,1,0.0,0.0,,26729.4264,,0.0,,,,,,,0.0,0.0,0.0,,20000.0,0.085,0.0
4373,4373,9601,8287,8283,575,Sprung - Northrup Grumman Hangar,,,,Public assembly,,Tillman-McGlynn,59:27.2,59:28.3,2.0,5,False,True,1,1,,,,1,261.0,10000.0,1,102,102,102.0,220.0,0.0,0.0,22440.0,1,1,0.0,0.0,,48485.97982,,0.0,,,,,,,0.0,0.0,0.0,,10000.0,0.0649,0.0
4374,4374,9601,8288,8284,575,Sprung - Northrup Grumman Hangar,,,,Other,,Tillman-McGlynn,11:08.0,11:09.1,2.0,5,False,True,1,1,,,,1,261.0,10000.0,1,102,102,102.0,220.0,0.0,0.0,22440.0,1,1,0.0,0.0,,48484.943569999996,,0.0,,,,,,,0.0,0.0,0.0,,250000.0,0.085,0.0
4375,4375,9602,8233,8229,552,5611 Cooney Road,,,,Other,,"Reynolds, Pfeffer and Gottlieb",05:35.1,08:08.2,2.0,5,False,True,12,4880,4447.5,0.0958,,12,3048048.0,18450.0,12,27937,27937,4099.0,8316.1,513183678.0,4703.881279,114229.0,300,300,14932.109569999999,17791.28232,,47246.4,2.62,37.6563766,,,,,,,266142.64,110275.10800000001,155867.532,,40.0,0.115,6653.566
4376,4376,9602,8251,8247,552,5611 Cooney Road,,,,Education,,"Reynolds, Pfeffer and Gottlieb",35:18.3,36:12.1,2.0,5,False,True,12,4880,4447.5,0.0958,,12,3048048.0,18450.0,12,28249,28249,4195.0,6065.5,308584845.0,5060.273972999999,82847.0,306,306,19085.36174,21944.534490000002,41183.0,96093.81800000001,4.18,22.83657258,,,,,,,266142.64,66921.745,199220.895,,64.0,0.0836,4158.47875
4377,4377,9602,10098,10094,552,5611 Cooney Road,,,,Warehouse and storage,,"Reynolds, Pfeffer and Gottlieb",05:35.0,08:08.4,2.0,5,False,True,12,4880,4447.5,0.0958,,12,3048048.0,18450.0,12,28248,28248,4195.0,6065.5,372976030.0,4760.958904,82847.0,306,306,17445.53063,20304.703380000003,41959.26,47527.44,2.32,42.72206409,,,,,,,266142.64,84038.98,182103.66,,100000.0,0.085,2.6614264
4378,4378,9602,10104,10100,552,5611 Cooney Road,,,,Offices (Non-medical),,"Reynolds, Pfeffer and Gottlieb",00:47.2,01:32.3,2.0,5,False,True,12,4880,4447.5,0.0958,,12,3048048.0,18450.0,12,28248,28248,4195.0,6065.5,369756730.0,4808.90411,82847.0,306,306,17496.932119999998,20356.10487,26069.0,60830.318,2.93,33.4637489,,,,,,,266142.64,83502.43,182640.21,,500.0,0.9,532.28528
4379,4379,9604,8267,8263,581,St. Therese,5.0,Church,Religious worship,Warehouse and storage,2239.0,"Harvey, Kozey and Schuster",26:19.1,26:22.3,2.0,5,False,True,9,10,950.0,0.1,,9,32535.0,4250.0,9,146,146,146.0,460.0,6631000.0,526.3157894999999,6980.0,12,12,3614.56,4403.82,,36950.875,8.84,11.91803983,1 St. Therese Court,Munhall,PA,15120.0,40.387886,-79.90125,40080.5,3934.9,36145.6,,10000.0,0.15,4.00805
4380,4380,9605,8236,8232,488,975 F STREET LOBBY + GARAGE,40.0,Office (General Office Types),Offices (Non-medical),Warehouse and storage,,Conn-Nienow,32:03.2,32:04.8,2.0,5,False,True,7,120,6380.0,0.1,,7,33138.0,19000.0,7,46,46,639.0,194.0,111051120.0,62.80821918,14242.0,10,10,463.404,463.404,,1660.0,3.42,27.91590361,975 F St NW,Washington,DC,20004.0,38.89764,-77.02557,8260.68,3626.64,4634.04,,50000.0,0.085,0.1652136
4381,4381,9611,8239,8235,559,Pompano Business Center,43.0,Parking Lots,Services,Education,,"Crona, Langosh and Dickinson",12:22.4,12:30.1,2.0,5,False,True,12,48,4380.0,0.105,,12,263808.0,18750.0,12,324,324,107.0,10692.0,196447380.0,570.7762557,44851.0,25,25,1910.8845,4759.527,,144487.0,,3.294086665,,,,,,,214646.28,196447.38,18198.9,,100000.0,0.15,2.1464627999999997
4382,4382,9612,8254,8250,844,Paul Bielec,40.0,Office (General Office Types),Offices (Non-medical),Education,,"Homenick, Moen and Mante",22:34.1,22:37.0,2.0,5,False,True,4,112,3450.0,0.07,,4,34384.0,20000.0,4,2413,2413,550.0,600.0,70440000.0,175.0,17610.0,14,14,7425.04,5561.868319,,12175.74234,2.15,45.67991145,13403 North Government Way,Hayden,ID,83835.0,47.793793,-116.78735,176512.0,70440.0,106072.0,,720.0,0.085,245.15555559999999
4383,4383,9612,8255,8251,844,Paul Bielec,40.0,Office (General Office Types),Offices (Non-medical),Services,,"Homenick, Moen and Mante",22:31.1,22:33.9,2.0,5,False,True,4,112,3450.0,0.07,,4,34384.0,20000.0,4,2413,2413,550.0,600.0,57570000.0,193.96551719999997,17610.0,14,14,8325.94,6236.704706,,37292.10987,5.57,16.72392559,13403 North Government Way,Hayden,ID,83835.0,47.793793,-116.78735,176512.0,57570.0,118942.0,,1500.0,0.0,117.67466670000002
4384,4384,9612,8550,8546,844,Paul Bielec,40.0,Office (General Office Types),Offices (Non-medical),Warehouse and storage,,"Homenick, Moen and Mante",22:28.1,22:30.9,2.0,5,False,True,4,112,3450.0,0.07,,4,34384.0,20000.0,4,2413,2413,550.0,600.0,70440000.0,175.0,17610.0,14,14,7425.04,5561.868319,,12175.74234,2.15,45.67991145,13403 North Government Way,Hayden,ID,83835.0,47.793793,-116.78735,176512.0,70440.0,106072.0,,1000.0,0.06,176.512
4385,4385,9615,8244,8240,407,Kenny Ross Ford,1.0,Auto Related,Services,Warehouse and storage,,"Rogahn, Corkery and Waters",12:51.8,12:55.0,2.0,5,False,True,1,4,4380.0,0.1,,1,1856.0,10000.0,1,138,138,46.0,300.0,20148000.0,68.49315068,4600.0,3,3,7333.871999999999,8635.63428,,0.0,0.0,inf,104 Black Hill Rd,Irwin,PA,15642.0,40.31304,-79.66116,93486.72,20148.0,73338.72,,100000.0,0.069,0.9348671999999999
4386,4386,9615,8247,8243,407,Kenny Ross Ford,1.0,Auto Related,Services,Services,,"Rogahn, Corkery and Waters",12:28.8,12:30.5,2.0,5,False,True,1,4,4380.0,0.1,,1,1856.0,10000.0,1,138,138,46.0,300.0,20148000.0,68.49315068,4600.0,3,3,7333.871999999999,8635.63428,,24898.36,2.79,34.68354655,104 Black Hill Rd,Irwin,PA,15642.0,40.31304,-79.66116,93486.72,20148.0,73338.72,,123.0,0.069,760.0546341
4387,4387,9615,9090,9086,407,Kenny Ross Ford,1.0,Auto Related,Services,Retail - Mall & Non-Mall,,"Rogahn, Corkery and Waters",16:28.1,16:29.5,2.0,5,False,True,1,4,4380.0,0.1,,1,1856.0,10000.0,1,138,138,46.0,300.0,20148000.0,68.49315068,4600.0,3,3,7333.871999999999,8635.63428,,23078.6,2.59,37.41836281,104 Black Hill Rd,Irwin,PA,15642.0,40.31304,-79.66116,93486.72,20148.0,73338.72,,50000.0,0.961,1.8697343999999998
4388,4388,9616,8245,8241,407,Kenny Ross Chevrolet Buick GMC,1.0,Auto Related,Services,Offices (Non-medical),,"Rogahn, Corkery and Waters",33:21.9,33:23.7,2.0,5,False,True,4,12,4380.0,0.1,,4,20184.0,10000.0,4,187,187,101.0,575.0,43252500.0,136.9863014,9875.0,6,6,15515.274,18367.73586,,0.0,0.0,inf,11250 US-30,Irwin,PA,15642.0,40.327904,-79.72912600000001,198405.24,43252.5,155152.74,,3000.0,0.06,66.13508
4389,4389,9616,8249,8245,407,Kenny Ross Chevrolet Buick GMC,1.0,Auto Related,Services,Offices (Non-medical),,"Rogahn, Corkery and Waters",33:54.1,33:56.7,2.0,5,False,True,4,12,4380.0,0.1,,4,20184.0,10000.0,4,187,187,101.0,575.0,43252500.0,136.9863014,9875.0,6,6,15515.274,18367.73586,,49124.46,2.59,37.39020411,11250 US-30,Irwin,PA,15642.0,40.327904,-79.72912600000001,198405.24,43252.5,155152.74,,400.0,0.0718,496.0131
4390,4390,9616,9089,9085,407,Kenny Ross Chevrolet Buick GMC,1.0,Auto Related,Services,Offices (Non-medical),,"Rogahn, Corkery and Waters",06:25.4,06:27.4,2.0,5,False,True,4,12,4380.0,0.1,,4,20184.0,10000.0,4,187,187,101.0,575.0,43252500.0,136.9863014,9875.0,6,6,15515.274,18367.73586,,46131.14,2.44,39.81634935,11250 US-30,Irwin,PA,15642.0,40.327904,-79.72912600000001,198405.24,43252.5,155152.74,,9000.0,0.1,22.04502667
4391,4391,9620,8252,8248,211,Allisonville Road Exterior LED upgrade,43.0,Parking Lots,Services,Offices (Non-medical),2222.0,Ruecker-Jacobs,20:42.6,20:45.2,2.0,5,False,True,2,12,3000.0,0.065,,2,5100.0,30000.0,2,128,240,120.0,280.0,37440000.0,97.5,11520.0,4,6,-346.45,933.55,4250.0,29947.6,,3.117278179,8604 Allisonville Road,Indianapolis,IN,46268.0,39.913414,-86.07571999999999,32110.0,37440.0,-5330.0,,50.0,0.06,642.2
4392,4392,9620,8253,8249,211,Allisonville Road Exterior LED upgrade,43.0,Parking Lots,Services,Offices (Non-medical),2222.0,Ruecker-Jacobs,20:45.3,20:47.4,2.0,5,False,True,2,12,3000.0,0.065,,2,5100.0,30000.0,2,128,128,64.0,280.0,19240000.0,97.5,5920.0,4,4,836.55,2116.55,4250.0,13480.8,5.88,15.70047772,8604 Allisonville Road,Indianapolis,IN,46268.0,39.913414,-86.07571999999999,32110.0,19240.0,12870.0,,37500.0,0.961,0.856266667
4393,4393,9622,8259,8255,347,Holladay Properties - Kissimmee,,,,Retail - Mall & Non-Mall,,Upton LLC,01:32.0,01:34.4,2.0,5,False,True,3,9,3650.0,0.11,,3,4500.0,10000.0,3,15,15,15.0,216.0,4204800.0,41.09589041,1152.0,3,3,842.347,842.347,,7447.0195,7.75,11.31119638,800 Rose Ave,Kissimmee,FL,34741.0,28.299248,-81.41219,11862.5,4204.8,7657.7,,7200.0,0.1,1.6475694440000002
4394,4394,9622,8261,8257,347,Holladay Properties - Kissimmee,,,,Education,,Upton LLC,24:46.6,24:47.6,2.0,5,False,True,3,9,3650.0,0.11,,3,4500.0,10000.0,3,15,15,15.0,286.0,7015300.0,41.09589041,1922.0,3,3,533.192,533.192,,5436.65125,8.76,9.807360735,800 Rose Ave,Kissimmee,FL,34741.0,28.299248,-81.41219,11862.5,7015.3,4847.2,,10000.0,0.045,1.18625
4395,4395,9623,8264,8260,347,Holladay Properties - Osceola Bldg,,,,Education,,Upton LLC,58:48.2,58:49.3,2.0,5,False,True,2,24,8760.0,0.11,,2,3900.0,15250.0,2,29,29,29.0,333.0,7253280.0,57.07762557,828.0,10,10,2927.4168,2927.4168,,13096.06925,4.2,22.35340043,,,,,,,56940.0,30327.12,26612.88,,30.0,0.085,1898.0
4396,4396,9624,8256,8252,319,Test project,,,,Offices (Non-medical),,Ankunding-Runolfsson,52:58.7,52:59.8,2.0,5,False,True,1,72,4880.0,0.1,,1,3600.0,10500.0,1,275,275,55.0,115.0,4144140.0,76.31257631,1265.0,5,5,666.666,666.666,,5372.5012,7.15,12.40885716,,,,,,,11993.04,5326.38,6666.66,,150.0,0.961,79.9536
4397,4397,9626,8258,8254,416,Country Inn,,,,Offices (Non-medical),2249.0,Hermiston Group,07:47.5,07:48.8,2.0,5,False,True,3,6,4200.0,0.098,,3,7308.0,10000.0,3,30,30,30.0,345.0,15876000.0,41.66666667,3780.0,3,3,3457.44,3922.44,,9895.714286,2.45,39.63776527,645 Griswold Rd,Elyria,OH,44035.0,41.40123,-82.118576,51156.0,15876.0,35280.0,,500.0,0.085,102.31200000000001
4398,4398,9627,8263,8259,552,609 Granville St,,,,Offices (Non-medical),,"Reynolds, Pfeffer and Gottlieb",03:39.1,03:42.0,2.0,5,False,True,1,18,3650.0,0.0958,,1,1584.0,40000.0,1,2020,2020,808.0,150.0,44238000.0,136.9863014,12120.0,10,10,2401.5335600000003,2674.84556,,25318.8,8.25,10.56466167,,,,,,,47187.2,22119.0,25068.2,,7000.0,0.063,6.741028571
4399,4399,9627,8361,8357,552,609 Granville St,,,,Warehouse and storage,,"Reynolds, Pfeffer and Gottlieb",41:33.2,41:34.4,2.0,5,False,True,1,18,3650.0,0.0958,,1,1584.0,40000.0,1,2020,2020,808.0,105.0,30966600.0,136.9863014,8484.0,10,10,3037.23362,3310.54562,,37045.2,9.51,8.936503569,,,,,,,47187.2,15483.3,31703.9,,10000.0,0.079,4.718719999999999
